IBGE,Municipio,Population,Date,TotalVaccinations,PeopleVaccinated,PeopleFullyVaccinated
3158201,Santa Maria do Suaçuí,14607,2021-11-12,20520,11526,8304
3158300,Santana da Vargem,7047,2021-11-12,11753,6250,5070
3158706,Santana do Garambéu,2494,2021-11-12,4631,2383,1999
3159100,Santana dos Montes,3753,2021-11-12,5908,3206,2600
3159407,Santa Rita de Ibitipoca,3380,2021-11-12,5846,3023,2547
3160108,Santo Antônio do Grama,3861,2021-11-12,7048,3921,2912
3160207,Santo Antônio do Itambé,3763,2021-11-12,5249,3096,2149
3160306,Santo Antônio do Jacinto,11570,2021-11-12,14399,8218,5691
3160405,Santo Antônio do Monte,28603,2021-11-12,40107,21450,17125
3160504,Santo Antônio do Rio Abaixo,1756,2021-11-12,2464,1409,988
3160603,Santo Hipólito,3044,2021-11-12,4148,2443,1660
3160801,São Bento Abade,5411,2021-11-12,6981,4175,2705
3160900,São Brás do Suaçuí,3770,2021-11-12,6058,3391,2545
3161056,São Félix de Minas,3354,2021-11-12,4832,2801,1866
3161205,São Francisco de Paula,6512,2021-11-12,11612,5927,5212
3161502,São Geraldo,12751,2021-11-12,13858,7334,5885
3161809,São Gonçalo do Pará,12776,2021-11-12,17783,9884,7447
3162252,São João da Lagoa,4949,2021-11-12,5599,3793,1845
3162302,São João da Mata,2743,2021-11-12,4701,2432,2069
3162948,São José da Barra,7532,2021-11-12,8083,4846,3263
3163003,São José da Safira,4291,2021-11-12,5116,3039,2022
3163102,São José da Varginha,5151,2021-11-12,7647,4384,3226
3163300,São José do Divino,3851,2021-11-12,5149,2974,2126
3163508,São José do Jacuri,6409,2021-11-12,9652,5261,3976
3163805,São Miguel do Anta,6949,2021-11-12,11384,6247,4652
3164001,São Pedro dos Ferros,7634,2021-11-12,12010,6707,4817
3164100,São Pedro do Suaçuí,5160,2021-11-12,7972,4480,3318
3164803,São Sebastião do Rio Preto,1478,2021-11-12,2803,1461,1210
3164902,São Sebastião do Rio Verde,2259,2021-11-12,2662,1454,1103
3165107,São Tomás de Aquino,6980,2021-11-12,13146,7126,5587
3165560,Sem-Peixe,2579,2021-11-12,4887,2493,2152
3166006,Senhora de Oliveira,5786,2021-11-12,8118,4425,3509
3166303,Sericita,7340,2021-11-12,10644,6023,4375
3166402,Seritinga,1857,2021-11-12,2997,1572,1234
3166501,Serra Azul de Minas,4292,2021-11-12,5619,3411,2032
3166956,Serranópolis de Minas,4836,2021-11-12,3785,2696,1128
3167004,Serranos,1949,2021-11-12,3309,1754,1416
3167806,Soledade de Minas,6226,2021-11-12,7048,4145,2698
3168804,Tiradentes,8160,2021-11-12,10568,6002,4238
3169000,Tocantins,16769,2021-11-12,26232,14363,11122
3170438,União de Minas,4265,2021-11-12,6700,3638,2769
3170602,Vargem Bonita,2143,2021-11-12,3317,1662,1447
3171071,Veredinha,5733,2021-11-12,8503,4486,3774
3171402,Vieiras,3570,2021-11-12,6061,3231,2588
3171709,Virgínia,8652,2021-11-12,13489,7576,5516
3171907,Virgolândia,5303,2021-11-12,8547,4825,3567
3172103,Volta Grande,5270,2021-11-12,7282,4014,2980
3172202,Wenceslau Braz,2543,2021-11-12,4445,2242,1940
3200508,Apiacá,7542,2021-11-12,13389,6905,5641
3201100,Bom Jesus do Norte,9988,2021-11-12,14093,7291,5927
3201803,Divino de São Lourenço,4236,2021-11-12,7740,4152,3217
3204807,São José do Calçado,10536,2021-11-12,19586,10380,7878
3300902,Cambuci,15521,2021-11-12,24338,13296,10442
3304128,Quatis,14562,2021-11-12,18445,11346,7129
3304508,Rio das Flores,9401,2021-11-12,14289,7880,6133
3305133,São José de Ubá,7240,2021-11-12,10334,6160,3978
3306156,Varre-Sai,11208,2021-11-12,15413,8812,6367
3502002,Analândia,5115,2021-11-12,7968,3974,3786
3502606,Aparecida d'Oeste,4122,2021-11-12,12465,6079,5814
3503356,Arco-Íris,1755,2021-11-12,4375,2057,2034
3503950,Aspásia,1815,2021-11-12,3999,1957,1853
3505351,Barra do Chapéu,5794,2021-11-12,9116,4580,4328
3506201,Bento de Abreu,3028,2021-11-12,4859,2418,2242
3507159,Bom Sucesso de Itararé,4013,2021-11-12,6744,3429,3199
3507209,Borá,839,2021-11-12,1652,823,764
3507456,Borebi,2713,2021-11-12,4690,2387,2253
3507803,Brodowski,25605,2021-11-12,37670,18782,17482
3509106,Caiuá,6017,2021-11-12,6359,3200,2949
3509304,Cajobi,10649,2021-11-12,20130,9946,9518
3509809,Campos Novos Paulista,5028,2021-11-12,6725,3393,3070
3510153,Canitar,5365,2021-11-12,8874,4534,4156
3512506,Coroados,6197,2021-11-12,8809,4352,4057
3514924,Elisiário,3742,2021-11-12,6338,3011,3003
3514957,Embaúba,2446,2021-11-12,4425,2126,2091
3515129,Emilianópolis,3238,2021-11-12,7027,3188,3367
3515301,Estrela do Norte,2774,2021-11-12,4964,2374,2399
3515400,Fartura,16102,2021-11-12,30102,15165,13714
3516507,Gabriel Monteiro,2776,2021-11-12,6983,3384,3273
3518008,Guarani d'Oeste,1996,2021-11-12,4752,2220,2229
3518909,Guzolândia,5346,2021-11-12,7385,3603,3463
3520608,Indiana,4873,2021-11-12,10015,4922,4691
3520806,Inúbia Paulista,4045,2021-11-12,7504,3595,3555
3521507,Irapuã,8101,2021-11-12,14086,7305,6380
3523008,Itapura,4994,2021-11-12,7937,3925,3682
3524204,Jaborandi,6963,2021-11-12,13280,6626,6124
3525409,Jeriquara,3143,2021-11-12,6849,3490,3195
3527504,Lucianópolis,2412,2021-11-12,3886,1877,1788
3527900,Lutécia,2623,2021-11-12,4600,2203,2152
3528205,Macedônia,3686,2021-11-12,8548,4117,4024
3528908,Mariápolis,4098,2021-11-12,7380,3556,3492
3529104,Marinópolis,2101,2021-11-12,4551,2215,2183
3529609,Meridiano,3813,2021-11-12,8973,4425,4166
3530003,Mira Estrela,3125,2021-11-12,6626,3089,3103
3531001,Monções,2274,2021-11-12,4778,2272,2247
3532009,Morungaba,13936,2021-11-12,18468,9245,8722
3532108,Murutinga do Sul,4525,2021-11-12,9051,4537,3996
3532868,Nova Castilho,1290,2021-11-12,2644,1349,1212
3533304,Nova Luzitânia,4217,2021-11-12,6296,3122,2970
3533809,Óleo,2447,2021-11-12,4113,1937,1932
3534500,Oscar Bressane,2603,2021-11-12,5314,2555,2396
3535002,Palestina,13285,2021-11-12,20043,9811,9349
3535408,Panorama,15944,2021-11-12,26069,13189,12037
3535804,Paranapanema,20588,2021-11-12,32247,16494,14972
3536257,Parisi,2177,2021-11-12,5926,2832,2809
3536802,Pedra Bela,6127,2021-11-12,10161,5005,4801
3536901,Pedranópolis,2468,2021-11-12,4681,2235,2178
3538501,Piquete,13495,2021-11-12,23666,11851,11029
3540259,Pontalinda,4719,2021-11-12,8661,4390,4094
3541703,Quatá,14309,2021-11-12,24827,11985,12063
3541802,Queiroz,3513,2021-11-12,4110,2027,1938
3542305,Redenção da Serra,3827,2021-11-12,6799,3477,3175
3543105,Ribeirão Corrente,4786,2021-11-12,10825,5833,4889
3543238,Ribeirão dos Índios,2222,2021-11-12,4432,2042,2051
3543600,Rifaina,3651,2021-11-12,5639,2812,2623
3543709,Rincão,10824,2021-11-12,17147,8360,8080
3544400,Rubiácea,3195,2021-11-12,4695,2282,2176
3546108,Santa Clara d'Oeste,2111,2021-11-12,5381,2631,2526
3546207,Santa Cruz da Conceição,4584,2021-11-12,9161,4453,4241
3546256,Santa Cruz da Esperança,2166,2021-11-12,4004,1937,1890
3546504,Santa Ernestina,5577,2021-11-12,9406,4687,4486
3547205,Santana da Ponte Pensa,1448,2021-11-12,3533,1626,1670
3547403,Santa Rita d'Oeste,2476,2021-11-12,4746,2182,2235
3547650,Santa Salete,1558,2021-11-12,3911,1880,1776
3548302,Santo Expedito,3159,2021-11-12,4760,2316,2163
3548401,Santópolis do Aguapeí,4856,2021-11-12,7415,3600,3553
3549201,São João das Duas Pontes,2555,2021-11-12,4941,2380,2295
3549250,São João de Iracema,1942,2021-11-12,3722,1822,1680
3551207,Sarutaiá,3623,2021-11-12,6543,3264,2979
3552551,Suzanápolis,4063,2021-11-12,5512,2810,2572
3553906,Tarabai,7609,2021-11-12,10385,5291,4770
3554607,Timburi,2647,2021-11-12,5248,2506,2391
3554656,Torre de Pedra,2432,2021-11-12,5131,2527,2390
3554755,Trabiju,1752,2021-11-12,3555,1758,1631
3555208,Turiúba,2024,2021-11-12,4810,2220,2288
3555307,Turmalina,1667,2021-11-12,3877,1817,1698
3555703,União Paulista,1886,2021-11-12,3174,1555,1486
3555802,Urânia,9125,2021-11-12,18492,9034,8405
3557154,Zacarias,2784,2021-11-12,4837,2371,2271
4100301,Agudos do Sul,9567,2021-11-12,15290,8865,6452
4101051,Anahy,2774,2021-11-12,5416,2876,2429
4102604,Barracão,10347,2021-11-12,14334,7680,6351
4102703,Barra do Jacaré,2781,2021-11-12,4753,2443,2097
4103040,Boa Ventura de São Roque,6343,2021-11-12,8072,4456,3531
4103107,Bocaiúva do Sul,13308,2021-11-12,14701,8733,5914
4103156,Bom Jesus do Sul,3472,2021-11-12,6891,3552,3143
4103206,Bom Sucesso,7103,2021-11-12,10555,5858,4511
4103222,Bom Sucesso do Sul,3244,2021-11-12,5225,2792,2212
4104105,Campo do Tenente,8118,2021-11-12,12406,7121,5276
4106209,Contenda,19082,2021-11-12,28879,15311,13126
4106308,Corbélia,17162,2021-11-12,23748,13058,10540
4106555,Corumbataí do Sul,3038,2021-11-12,5592,3274,2306
4106704,Cruzeiro do Sul,4430,2021-11-12,6676,3566,3010
4106852,Cruzmaltina,2892,2021-11-12,5546,3028,2489
4107124,Diamante do Sul,3409,2021-11-12,4019,2196,1699
4107520,Esperança Nova,1633,2021-11-12,3608,1798,1639
4107553,Farol,2995,2021-11-12,4574,2397,2017
4107751,Figueira,7625,2021-11-12,12416,6744,5473
4108007,Florestópolis,10360,2021-11-12,17411,9734,7397
4108106,Flórida,2709,2021-11-12,4481,2349,1963
4108205,Formosa do Oeste,6345,2021-11-12,14019,7141,6294
4108551,Godoy Moreira,2850,2021-11-12,6035,3021,2703
4108700,Grandes Rios,5379,2021-11-12,8504,4672,3631
4109203,Guaraci,5557,2021-11-12,8605,4562,3816
4109658,Honório Serpa,5030,2021-11-12,8026,4336,3476
4110052,Iguatu,2251,2021-11-12,3253,1731,1358
4110201,Inácio Martins,11117,2021-11-12,16466,9169,6912
4110300,Inajá,3122,2021-11-12,4274,2215,1862
4110656,Iracema do Oeste,2216,2021-11-12,3591,1879,1593
4110953,Itaipulândia,11588,2021-11-12,19022,10448,8270
4111100,Itambé,6110,2021-11-12,8976,5147,3765
4111258,Itaperuçu,29493,2021-11-12,36891,22250,15506
4111605,Ivatuba,3299,2021-11-12,5036,2714,2272
4111902,Jaguapitã,13861,2021-11-12,14638,8689,6027
4112504,Jardim Alegre,11067,2021-11-12,17566,9673,7452
4113007,Jussara,7069,2021-11-12,9171,5172,3717
4113601,Lobato,4850,2021-11-12,7557,3959,3399
4113734,Luiziana,7217,2021-11-12,9790,5416,4076
4113908,Mallet,13697,2021-11-12,19389,10446,8542
4114005,Mamborê,12900,2021-11-12,20367,10766,9126
4115101,Mariluz,10327,2021-11-12,15267,8159,6675
4115358,Maripá,5562,2021-11-12,9349,5200,3822
4115457,Marquinho,4283,2021-11-12,4760,2782,1973
4115507,Marumbi,4676,2021-11-12,6538,3518,2967
4115739,Mato Rico,3142,2021-11-12,5356,2822,2420
4116406,Nossa Senhora das Graças,4009,2021-11-12,5455,2927,2496
4116604,Nova América da Colina,3424,2021-11-12,5627,2860,2552
4116802,Nova Cantu,4827,2021-11-12,11381,6342,5046
4117297,Novo Itacolomi,2836,2021-11-12,4732,2437,2162
4117404,Ourizona,3423,2021-11-12,5213,2630,2363
4117453,Ouro Verde do Oeste,6036,2021-11-12,10643,5669,4739
4117800,Palmital,12755,2021-11-12,22580,12103,9870
4118303,Paranapoema,3277,2021-11-12,4353,2418,1874
4119657,Pitangueiras,3298,2021-11-12,4294,2200,1906
4120200,Porto Rico,2554,2021-11-12,4330,2248,1965
4120309,Porto Vitória,4057,2021-11-12,6073,3250,2782
4120333,Prado Ferreira,3806,2021-11-12,5671,2989,2440
4120408,Presidente Castelo Branco,5395,2021-11-12,7273,3871,3242
4120655,Quarto Centenário,4420,2021-11-12,7490,3934,3352
4121257,Ramilândia,4500,2021-11-12,4274,2385,1742
4121356,Rancho Alegre D'Oeste,2602,2021-11-12,3641,1933,1713
4121752,Reserva do Iguaçu,8127,2021-11-12,7291,4041,3091
4123204,Santa Cecília do Pavão,3253,2021-11-12,5778,2946,2471
4123303,Santa Cruz de Monte Castelo,7705,2021-11-12,12402,6978,5226
4123402,Santa Fé,12330,2021-11-12,17482,9071,7695
4123857,Santa Maria do Oeste,9210,2021-11-12,13603,7512,5766
4124202,Santo Antônio do Caiuá,2611,2021-11-12,4521,2442,1919
4124301,Santo Antônio do Paraíso,2032,2021-11-12,3947,1952,1792
4124905,São João do Caiuá,5819,2021-11-12,8824,4837,3665
4125308,São Jorge do Ivaí,5535,2021-11-12,9765,4915,4283
4125555,São Manoel do Paraná,2165,2021-11-12,3844,1954,1750
4125902,São Pedro do Paraná,2265,2021-11-12,4902,2467,2191
4126272,Saudade do Iguaçu,5578,2021-11-12,8249,4577,3474
4126603,Siqueira Campos,21476,2021-11-12,29848,16486,13610
4126702,Tamboara,5196,2021-11-12,8066,4335,3478
4126900,Tapira,5452,2021-11-12,8979,4749,3895
4127908,Tuneiras do Oeste,8502,2021-11-12,12112,6428,5248
4128302,Uniflor,2623,2021-11-12,4122,2122,1865
4128658,Virmond,4051,2021-11-12,7190,3781,3225
4128807,Xambrê,5584,2021-11-12,9435,5034,4202
4200200,Agrolândia,11160,2021-11-12,14474,7669,6533
4200754,Alto Bela Vista,1915,2021-11-12,3320,1653,1452
4201653,Arvoredo,2228,2021-11-12,4095,2127,1825
4202073,Balneário Gaivota,11537,2021-11-12,16896,9961,6784
4202081,Bandeirante,2618,2021-11-12,5607,2771,2539
4202438,Bocaina do Sul,3501,2021-11-12,5233,3003,2239
4202701,Botuverá,5396,2021-11-12,8975,4750,3925
4203253,Capão Alto,2467,2021-11-12,4076,2224,1854
4203709,Canelinha,12553,2021-11-12,14072,8069,5984
4204103,Caxambu do Sul,3462,2021-11-12,7684,3880,3388
4204459,Coronel Martins,2560,2021-11-12,3765,1892,1615
4204558,Correia Pinto,12315,2021-11-12,19300,10755,8587
4204756,Cunhataí,1972,2021-11-12,3506,1764,1576
4205191,Ermo,2059,2021-11-12,3744,1992,1637
4206108,Grão Pará,6621,2021-11-12,10108,5339,4594
4207684,Ipuaçu,7643,2021-11-12,11073,5630,4967
4208609,Jaborá,3899,2021-11-12,7065,3759,3153
4208955,Jardinópolis,1520,2021-11-12,3160,1664,1326
4209151,José Boiteux,5019,2021-11-12,5798,3572,2091
4209201,Lacerdópolis,2248,2021-11-12,4364,2264,1893
4209508,Laurentino,7154,2021-11-12,9670,5202,4326
4209706,Lebon Régis,12122,2021-11-12,13563,7490,5900
4209904,Lontras,12497,2021-11-12,14143,8194,5827
4210050,Macieira,1757,2021-11-12,3058,1594,1345
4210308,Major Vieira,8209,2021-11-12,10770,6091,4594
4210555,Marema,1703,2021-11-12,3601,1900,1700
4210852,Mirim Doce,2257,2021-11-12,4469,2341,1900
4211256,Morro Grande,2884,2021-11-12,5219,2655,2363
4211801,Ouro,7251,2021-11-12,10684,5454,4768
4211850,Ouro Verde,2197,2021-11-12,3716,1989,1621
4211892,Painel,2352,2021-11-12,3732,1996,1660
4212056,Palmeira,2673,2021-11-12,4138,2255,1732
4212106,Palmitos,16144,2021-11-12,26401,13318,11900
4212403,Pedras Grandes,3931,2021-11-12,6784,3545,3041
4212601,Peritiba,2733,2021-11-12,5627,2730,2554
4212650,Pescaria Brava,10225,2021-11-12,14033,7446,6368
4213005,Pinheiro Preto,3635,2021-11-12,5930,3156,2687
4213351,Ponte Alta do Norte,3426,2021-11-12,4537,2472,2036
4213906,Presidente Castello Branco,1526,2021-11-12,2946,1504,1376
4214102,Presidente Nereu,2279,2021-11-12,2873,1463,1277
4214151,Princesa,2950,2021-11-12,5223,2717,2363
4215059,Rio Rufino,2484,2021-11-12,3815,2010,1708
4215356,Saltinho,3727,2021-11-12,5796,3142,2564
4215505,Santa Cecília,17004,2021-11-12,20020,11122,8447
4215653,Santa Rosa do Sul,8397,2021-11-12,13444,7165,5868
4215679,Santa Terezinha,8760,2021-11-12,11249,6048,5086
4215687,Santa Terezinha do Progresso,2317,2021-11-12,3957,1925,1854
4215695,Santiago do Sul,1211,2021-11-12,2749,1543,1130
4216057,São Cristóvão do Sul,5646,2021-11-12,5327,2876,2331
4216404,São João do Sul,7332,2021-11-12,12562,6620,5536
4217154,São Miguel da Boa Vista,1794,2021-11-12,2656,1341,1228
4217253,São Pedro de Alcântara,6046,2021-11-12,7528,4142,3104
4217758,Sul Brasil,2386,2021-11-12,4520,2312,1949
4218103,Timbé do Sul,5338,2021-11-12,7268,3904,3102
4218350,Treviso,4002,2021-11-12,6853,3473,3156
4218756,Tunápolis,4507,2021-11-12,8959,4372,4077
4218806,Turvo,13080,2021-11-12,18807,10282,8032
4218954,Urupema,2453,2021-11-12,4137,2161,1763
4219358,Vitor Meireles,4907,2021-11-12,6911,3692,2956
4219853,Zortéa,3432,2021-11-12,6298,3231,2857
4300034,Aceguá,4981,2021-11-12,7821,4321,3361
4300208,Ajuricaba,6951,2021-11-12,10728,5933,4711
4300455,Alegria,3287,2021-11-12,6550,3326,2858
4300471,Almirante Tamandaré do Sul,1935,2021-11-12,3465,1819,1502
4300505,Alpestre,5885,2021-11-12,11852,6258,5235
4300570,Alto Feliz,3043,2021-11-12,5334,2737,2481
4300646,Ametista do Sul,7396,2021-11-12,11175,5969,5117
4301404,Arvorezinha,10422,2021-11-12,16641,8636,7480
4301552,Áurea,3517,2021-11-12,6485,3189,2917
4301859,Barra do Guarita,3266,2021-11-12,4719,2322,2203
4301875,Barra do Quaraí,4238,2021-11-12,4958,2703,2136
4301958,Barra Funda,2563,2021-11-12,4429,2191,2045
4302055,Benjamin Constant do Sul,1924,2021-11-12,3170,1611,1458
4302303,Bom Jesus,11270,2021-11-12,16230,8619,6924
4302378,Bom Progresso,1858,2021-11-12,2989,1671,1255
4302451,Boqueirão do Leão,7691,2021-11-12,11004,5726,4972
4302501,Bossoroca,6135,2021-11-12,9989,5112,4450
4302600,Braga,3271,2021-11-12,5886,3146,2554
4303202,Cacique Doble,5083,2021-11-12,9033,4561,3979
4303400,Caiçara,4659,2021-11-12,7759,3876,3565
4303673,Campestre da Serra,3402,2021-11-12,5019,2611,2240
4304002,Campo Novo,4273,2021-11-12,7314,3934,3225
4304614,Canudos do Vale,1693,2021-11-12,3108,1563,1401
4304622,Capão Bonito do Sul,1628,2021-11-12,3002,1616,1248
4304655,Capão do Cipó,3745,2021-11-12,4608,2364,2083
4304671,Capivari do Sul,4793,2021-11-12,7592,4120,3253
4304903,Casca,9070,2021-11-12,15958,8347,7122
4304952,Caseiros,3228,2021-11-12,5886,2960,2652
4305116,Centenário,2865,2021-11-12,5059,2535,2290
4305124,Cerrito,6005,2021-11-12,9879,5396,4363
4305371,Charrua,3228,2021-11-12,4805,2340,2177
4305405,Chiapetta,3684,2021-11-12,6143,3079,2721
4305439,Chuí,6832,2021-11-12,4625,2528,2034
4305504,Ciríaco,4693,2021-11-12,7477,3802,3280
4305603,Colorado,3088,2021-11-12,5832,2882,2610
4305850,Coqueiros do Sul,2267,2021-11-12,4141,2158,1875
4305871,Coronel Barros,2521,2021-11-12,4693,2269,2095
4305900,Coronel Bicaco,7213,2021-11-12,10640,5834,4701
4305934,Coronel Pilar,1602,2021-11-12,2740,1296,1175
4306007,Crissiumal,13269,2021-11-12,20413,10477,9166
4306072,Cristal do Sul,2840,2021-11-12,4236,2137,1941
4306130,Cruzaltense,1765,2021-11-12,3088,1521,1386
4306304,David Canabarro,4732,2021-11-12,7143,3762,3165
4306320,Derrubadas,2718,2021-11-12,4471,2261,2016
4306379,Dilermando de Aguiar,2991,2021-11-12,4797,2536,2111
4306429,Dois Irmãos das Missões,1992,2021-11-12,3273,1794,1388
4306452,Dois Lajeados,3410,2021-11-12,5873,2809,2662
4306551,Dom Pedro de Alcântara,2520,2021-11-12,4356,2312,1912
4306759,Doutor Ricardo,1967,2021-11-12,3765,1842,1697
4306924,Engenho Velho,932,2021-11-12,2659,1315,1204
4306973,Erebango,2978,2021-11-12,5192,2643,2296
4307104,Herval,6807,2021-11-12,11072,5867,4855
4307401,Esmeralda,3291,2021-11-12,4973,2680,2182
4307450,Esperança do Sul,2846,2021-11-12,5750,2911,2594
4307864,Fagundes Varela,2750,2021-11-12,4556,2363,2017
4308052,Faxinalzinho,2256,2021-11-12,3715,1862,1623
4308250,Floriano Peixoto,1709,2021-11-12,3115,1540,1425
4308458,Fortaleza dos Valos,4252,2021-11-12,8147,4119,3600
4308854,Gentil,1619,2021-11-12,2956,1559,1391
4309126,Gramado dos Loureiros,2036,2021-11-12,3721,1956,1656
4309159,Gramado Xavier,4378,2021-11-12,4836,2762,2014
4309506,Guarani das Missões,7393,2021-11-12,12803,6729,5518
4309902,Ibiraiaras,7267,2021-11-12,11952,5953,5388
4309951,Ibirapuitã,3988,2021-11-12,6315,3353,2792
4310009,Ibirubá,20474,2021-11-12,35556,18399,15932
4310306,Ilópolis,4054,2021-11-12,6449,3108,2901
4310363,Imigrante,3103,2021-11-12,5258,2737,2297
4310462,Ipiranga do Sul,1871,2021-11-12,3498,1679,1547
4310553,Itacurubi,3456,2021-11-12,4847,2699,1946
4310579,Itapuca,2037,2021-11-12,3427,1716,1557
4311122,Jaquirana,3611,2021-11-12,6588,3393,2962
4311130,Jari,3472,2021-11-12,5456,2954,2391
4311254,Lagoão,6469,2021-11-12,9139,4757,4096
4311429,Lajeado do Bugre,2569,2021-11-12,3667,1957,1636
4311627,Lindolfo Collor,6193,2021-11-12,8332,4722,3662
4311643,Linha Nova,1724,2021-11-12,2465,1264,1120
4311700,Machadinho,5411,2021-11-12,8784,4741,3881
4311718,Maçambará,4539,2021-11-12,7350,3988,3264
4311759,Manoel Viana,7315,2021-11-12,11386,5925,5069
4311791,Maratá,2713,2021-11-12,4802,2404,2174
4312005,Mariano Moro,1987,2021-11-12,3816,1800,1637
4312054,Marques de Souza,3981,2021-11-12,6625,3246,2837
4312104,Mata,4760,2021-11-12,8229,4117,3751
4312138,Mato Castelhano,2543,2021-11-12,4575,2366,2066
4312153,Mato Leitão,4627,2021-11-12,7755,4084,3475
4312203,Maximiliano de Almeida,4254,2021-11-12,7643,3807,3395
4312302,Miraguaí,4899,2021-11-12,6319,3734,2523
4312377,Monte Alegre dos Campos,3237,2021-11-12,4524,2342,2045
4312443,Morrinhos do Sul,2891,2021-11-12,5560,2942,2439
4312906,Nova Bassano,10089,2021-11-12,15482,7756,6850
4312955,Nova Boa Vista,1731,2021-11-12,4016,1997,1843
4313011,Nova Candelária,2677,2021-11-12,4934,2495,2270
4313037,Nova Esperança do Sul,5465,2021-11-12,9316,4631,4262
4313086,Nova Pádua,2563,2021-11-12,4670,2286,2107
4313334,Nova Ramada,2195,2021-11-12,3890,1969,1734
4313359,Nova Roma do Sul,3743,2021-11-12,6654,3327,3052
4313425,Novo Machado,3191,2021-11-12,5395,2747,2456
4313441,Novo Tiradentes,2189,2021-11-12,3697,1854,1683
4313466,Novo Xingu,1705,2021-11-12,3156,1567,1425
4313607,Paim Filho,3731,2021-11-12,6887,3398,3022
4313656,Palmares do Sul,11342,2021-11-12,21663,11950,9212
4313805,Palmitinho,7056,2021-11-12,11680,5960,5366
4314175,Pedras Altas,1928,2021-11-12,3529,1896,1525
4314464,Pinhal da Serra,1896,2021-11-12,3767,1904,1704
4314498,Pinheirinho do Vale,4926,2021-11-12,7116,3589,3368
4314753,Poço das Antas,2105,2021-11-12,4074,2012,1853
4314779,Pontão,3898,2021-11-12,5895,3088,2524
4315131,Pouso Novo,1586,2021-11-12,3411,1692,1543
4315149,Presidente Lucena,2972,2021-11-12,5176,2747,2341
4315321,Quevedos,2793,2021-11-12,3814,2074,1659
4315750,Riozinho,4698,2021-11-12,7308,3736,3293
4315800,Roca Sales,11556,2021-11-12,17221,9044,7684
4315909,Rodeio Bonito,5868,2021-11-12,11539,5888,5042
4315958,Rolador,2270,2021-11-12,3645,1788,1650
4316204,Rondinha,5033,2021-11-12,9667,4808,4379
4316477,Salvador das Missões,2734,2021-11-12,5654,2749,2603
4316733,Santa Cecília do Sul,1630,2021-11-12,3263,1615,1468
4316956,Santa Maria do Herval,6382,2021-11-12,9951,4934,4462
4316972,Santa Margarida do Sul,2593,2021-11-12,5614,2865,2552
